userFollowerCount,userFollowingCount,userBiographyLength,userMediaCount,userHasProfilPic,userIsPrivate,usernameDigitCount,usernameLength,isFake
24,2503,0,1,1,0,4,9,1
32,2471,0,0,0,0,3,13,1
102,332,0,0,0,0,1,7,1
53,620,4,1,1,1,0,8,1
9,1770,0,0,0,0,0,8,1
12,2319,0,0,0,0,3,10,1
7,2116,0,0,0,0,2,12,1
52,2479,0,0,1,0,0,14,1
14,1803,0,0,1,0,0,11,1
22,1330,0,0,1,0,3,10,1
4,1546,0,0,0,0,0,11,1
58,2132,0,0,0,0,0,14,1
8,2039,0,0,1,0,4,11,1
22,4006,0,0,0,0,0,8,1
15,3949,0,0,0,0,2,13,1
26,3400,0,0,0,0,2,8,1
32,3921,70,0,1,0,2,11,1
34,7158,0,0,0,0,1,10,1
47,3999,129,0,1,1,0,12,1
162,171,0,1,0,1,0,15,1
643,2240,0,2,1,0,1,11,1
147,2387,0,0,1,0,2,10,1
35,4621,0,0,0,0,4,17,1
11,4677,0,0,0,0,3,8,1
52,4614,0,0,1,0,0,14,1
33,5133,0,2,1,0,8,13,1
29,5105,0,0,0,0,5,18,1
6,961,0,0,1,0,5,8,1
64,190,70,3,1,0,0,16,1
18,1741,0,0,0,0,0,11,1
163,6747,0,3,1,0,0,10,1
6,181,0,1,1,0,3,15,1
17,1299,0,1,1,0,0,18,1
16,266,0,0,0,0,2,14,1
153,1195,9,0,1,0,0,9,1
38,1678,0,0,0,0,5,19,1
959,2107,0,3,1,0,0,8,1
109,1722,0,8,1,1,5,11,1
129,1796,0,5,1,1,0,8,1
35,2553,0,1,1,0,0,21,1
6,866,0,2,0,1,0,10,1
19,4046,0,1,1,0,5,19,1
34,938,110,3,1,0,0,15,1
494,3853,0,1,1,0,4,18,1
30,940,24,3,1,0,0,10,1
26,1392,85,3,1,0,1,13,1
5,16,0,0,0,1,0,9,1
160,2246,0,1,1,0,3,10,1
48,179,0,4,1,0,0,8,1
55,776,6,1,1,0,0,11,1
11,159,0,1,0,0,3,14,1
185,1928,74,3,1,0,0,12,1
11,2258,0,3,1,0,0,18,1
29,1857,19,1,1,0,3,8,1
39,481,14,2,1,0,0,19,1
71,31,57,3,1,0,1,11,1
3,151,0,0,0,1,0,16,1
1,1807,0,0,0,1,2,12,1
3,76,0,0,1,1,2,12,1
11,76,0,0,0,0,2,13,1
1,67,0,0,0,1,0,8,1
29,41,0,0,0,1,0,9,1
0,3,0,0,0,0,3,10,1
13,114,0,0,0,0,4,9,1
17,183,0,0,0,1,1,10,1
24,696,0,0,0,1,0,9,1
3,157,0,0,0,1,4,9,1
0,54,0,0,0,1,0,11,1
11,344,24,0,0,1,4,9,1
1,282,0,0,0,1,0,15,1
0,577,0,0,0,1,0,14,1
0,434,0,0,0,1,0,12,1
2,57,0,0,0,0,2,10,1
26,142,0,0,0,0,0,9,1
49,111,0,0,0,1,5,10,1
1,127,0,0,1,1,0,10,1
16,486,0,0,1,1,0,13,1
25,322,0,0,1,0,0,8,1
0,194,0,0,1,1,0,9,1
0,174,14,0,1,1,1,9,1
0,524,0,0,1,1,0,6,1
5,460,0,1,1,1,1,7,1
0,753,0,9,1,1,0,13,1
0,140,0,0,1,1,2,7,1
301,7493,0,0,1,1,4,10,1
368,6929,0,2,1,0,0,7,1
80,4839,10,5,1,0,0,8,1
28,4518,0,1,1,0,2,6,1
223,1735,0,6,1,0,2,9,1
140,1104,0,3,1,0,0,15,1
85,1401,130,9,1,0,3,16,1
32,2184,35,2,1,0,2,18,1
34,3681,36,1,1,0,0,9,1
14,2429,0,1,1,0,0,16,1
11,1008,12,1,1,0,0,12,1
228,4956,50,1,1,1,3,9,1
133,145,0,4,1,0,0,15,1
407,3792,0,1,1,0,3,9,1
64,359,0,6,1,0,0,7,1
288,4276,0,1,1,0,5,9,1
307,4887,3,3,1,0,0,22,1
88,266,0,1,1,0,0,9,1
145,2291,0,1,0,0,7,15,1
34,219,0,2,0,0,0,20,1
165,618,0,0,1,0,0,8,1
165,752,0,0,0,1,3,8,1
151,1975,0,0,0,1,4,9,1
12,25,0,0,0,0,0,9,1
1338,3364,0,0,0,1,0,10,1
401,3796,0,0,0,0,3,10,1
228,1779,0,0,0,0,10,11,1
1127,3758,0,3,1,1,6,9,1
0,0,0,0,0,0,4,10,1
1,0,90,9,1,0,1,19,1
1,1,59,7,1,0,4,15,1
0,25,138,6,1,0,0,10,1
0,0,52,6,1,0,3,7,1
0,1,92,9,1,0,1,15,1
1,0,60,5,1,0,1,13,1
0,0,108,6,1,0,2,10,1
